Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
50 km snelwandelen,Hampel Rieke,5393959,24,Deutschland,Vrouw,19780,Snelwandelaars,20,4,20,170,69,2025-02-28 05:51:01,16,2,19,6,9,1,0,10,6,,0,5393959
50 km snelwandelen,Jędrzejewski Aleksander,5552849,18,Polska,Man,2560,Snelwandelaars,20,2,20,167,74,2025-02-28 05:51:08,18,0,10,9,5,2,2,7,9,,24000,5552849
Marathon,Mennecke Celine,5402616,22,Deutschland,Vrouw,4370,Langeafstandslopers,20,5,20,173,71,2025-02-28 05:51:14,7,3,12,11,1,3,2,8,11,,0,5402616
Onbekend,Norén Theo,5664977,17,Sverige,Man,440,Zonder specialiteit,20,1,15,169,66,2025-02-28 06:52:18,11,8,1,0,6,2,6,0,0,,0,5664977
Onbekend,Grönberg Smilla,5537796,17,Sverige,Vrouw,960,Meerkampers,20,1,15,176,87,2025-02-28 06:52:35,14,9,4,2,3,3,6,7,7,,0,5537796
Onbekend,Lindström Hedda,5639582,15,Sverige,Vrouw,140,Werpers,19,1,15,159,56,2025-02-28 06:55:28,6,4,1,2,1,1,6,6,4,,0,5639582
Onbekend,Borgards Daniel,5515724,18,Deutschland,Man,7460,Langeafstandslopers,20,2,17,174,69,2025-02-28 07:00:38,20,2,15,11,5,3,1,7,7,,645000,5515724
Onbekend,Chalawa Grzegorz,5662164,14,Polska,Man,660,Springers,11,1,15,180,79,2025-02-28 08:10:12,11,2,2,3,2,9,5,7,7,,0,5662164
10 km snelwandelen,Chicherova Faina,5376005,22,Belarus,Vrouw,19430,Snelwandelaars,20,5,15,175,55,2025-02-28 08:15:35,14,1,18,1,4,1,3,9,13,,11000,5376005
Onbekend,Salmatanis Iliodoros,5649804,17,Hellas,Man,970,Werpers,13,1,15,189,93,2025-02-28 08:29:24,12,10,2,1,3,3,3,7,7,,0,5649804
Onbekend,Moletta Livia,5553926,18,Italia,Vrouw,6700,Snelwandelaars,20,2,17,173,75,2025-02-28 08:29:28,13,2,15,1,2,3,1,7,9,,0,5553926
Onbekend,Kalaki Popi,5532565,18,Hellas,Vrouw,1480,Snelwandelaars,20,1,11,181,84,2025-02-28 08:29:40,14,2,9,3,10,1,2,6,7,,0,5532565
Hoogspringen,Valle Rosanna,4808717,37,Italia,Vrouw,30760,Springers,20,17,16,171,49,2025-02-28 08:31:45,19,0,0,0,17,15,0,10,13,,0,4808717
Kogelstoten,Marchegiani Italo,5003023,33,Italia,Man,32440,Werpers,20,10,17,187,75,2025-02-28 08:33:18,20,20,0,0,0,2,13,8,9,,0,5003023
Marathon,Hudáková Drahomíra,5115033,30,Slovensko,Vrouw,31370,Langeafstandslopers,19,9,15,173,63,2025-02-28 08:56:53,20,4,20,9,3,1,2,10,11,,0,5115033
Onbekend,Knollema Helmut,5559741,17,Nederland,Man,2290,Meerkampers,20,1,16,169,78,2025-02-28 09:11:23,17,9,2,3,3,3,11,7,6,,1000,5559741
5.000 meter,Bezoya Aritz,5084744,36,España,Man,11520,Langeafstandslopers,15,15,16,176,60,2025-02-28 09:22:32,13,0,14,5,0,0,0,12,10,,0,5084744
50 km snelwandelen,Membrilla Jimena,5084754,36,España,Vrouw,14400,Snelwandelaars,18,15,14,172,50,2025-02-28 09:22:43,19,0,15,0,10,0,0,8,11,,0,5084754
Onbekend,Nisotakis Dakis,5545875,19,Hellas,Man,3530,Sprinters,20,3,16,190,89,2025-02-28 09:29:18,19,7,3,13,1,1,3,7,7,,0,5545875
Onbekend,Amel Jean-Sébastien,5538682,17,France,Man,160,Sprinters,20,3,14,188,101,2025-02-28 09:30:38,9,2,2,7,1,1,0,5,4,,0,5538682
Onbekend,Anioł Sebastian,5537225,17,Polska,Man,350,Sprinters,20,3,14,179,90,2025-02-28 09:30:50,12,1,7,1,3,0,1,6,6,,0,5537225
Onbekend,Arroz Tadeu,5539766,17,Brasil,Man,720,Sprinters,20,3,12,177,92,2025-02-28 09:30:59,17,3,3,2,2,2,3,7,7,,0,5539766
Onbekend,Assmannspacher Samuel,5536506,17,Deutschland,Man,120,Sprinters,20,3,13,175,89,2025-02-28 09:31:07,6,3,1,2,6,1,1,5,5,,0,5536506
Onbekend,Benko Lev,5539267,17,Ukrajina,Man,360,Sprinters,20,3,15,194,106,2025-02-28 09:31:14,12,1,0,2,7,2,3,6,5,,0,5539267
Onbekend,Bauer Danièle,5536410,17,France,Vrouw,1210,Sprinters,20,3,16,178,84,2025-02-28 09:31:23,8,10,2,0,1,1,4,8,5,,0,5536410
Onbekend,Benetel Lisa,5539502,17,Italia,Vrouw,290,Sprinters,20,3,16,176,77,2025-02-28 09:31:32,11,1,2,2,5,2,3,5,7,,0,5539502
Onbekend,Blanc Laurie,5539821,17,France,Vrouw,1010,Sprinters,20,3,13,180,87,2025-02-28 09:31:40,13,10,2,3,3,1,0,6,6,,0,5539821
Onbekend,Bonavia Maryrose,5536609,17,Malta,Vrouw,240,Sprinters,20,3,14,186,93,2025-02-28 09:31:46,6,1,3,1,3,5,1,6,7,,0,5536609
Onbekend,Cadena Sabina,5540133,17,España,Vrouw,580,Sprinters,20,3,16,173,80,2025-02-28 09:31:53,6,7,1,7,2,2,1,7,7,,0,5540133
Onbekend,Berger Jean-Baptiste,5539584,17,France,Man,1060,Middenafstandslopers,20,3,16,180,95,2025-02-28 09:32:01,20,1,2,1,1,1,2,6,6,,0,5539584
Onbekend,Capiaux Tiago,5536306,17,België,Man,420,Middenafstandslopers,20,3,15,182,94,2025-02-28 09:32:08,6,7,3,3,6,2,1,7,6,,0,5536306
Onbekend,Carmichael Graeme,5536451,17,Great Britain,Man,730,Middenafstandslopers,20,3,13,189,97,2025-02-28 09:32:23,19,2,2,6,2,0,3,4,5,,0,5536451
Onbekend,Darley Chloe,5535789,17,Australia,Vrouw,1300,Middenafstandslopers,20,3,13,170,77,2025-02-28 09:32:32,6,1,2,1,10,2,1,8,6,,0,5535789
Onbekend,Derdemezi Myrna,5536141,17,Hellas,Vrouw,270,Middenafstandslopers,20,3,15,181,86,2025-02-28 09:32:40,7,2,1,5,1,0,2,6,7,,0,5536141
Onbekend,Devigili Vanessa,5535993,17,Italia,Vrouw,390,Middenafstandslopers,20,3,15,184,94,2025-02-28 09:32:49,8,5,1,2,2,1,4,7,7,,0,5535993
Onbekend,Cavalli Mathias,5539686,17,Italia,Man,510,Langeafstandslopers,20,3,15,186,96,2025-02-28 09:32:58,16,3,2,5,3,5,2,6,6,,0,5539686
Onbekend,Cetuvel Firmino,5539958,17,Portugal,Man,930,Langeafstandslopers,20,3,14,178,87,2025-02-28 09:33:08,9,3,0,2,10,0,1,6,6,,0,5539958
Onbekend,Churruca Marcel,5539625,17,España,Man,370,Langeafstandslopers,20,3,14,170,81,2025-02-28 09:33:23,13,2,1,3,3,5,3,5,7,,0,5539625
Onbekend,Balbach Elisa,5536662,17,Deutschland,Vrouw,640,Langeafstandslopers,20,3,14,173,80,2025-02-28 09:33:31,17,1,2,3,3,2,6,7,6,,0,5536662
Onbekend,Bass Lily,5539734,17,United States,Vrouw,190,Langeafstandslopers,20,3,12,169,76,2025-02-28 09:33:38,8,3,0,4,2,3,1,6,6,,0,5539734
Onbekend,Čadská Emilie,5536256,17,Česká republika,Vrouw,460,Langeafstandslopers,20,3,14,167,77,2025-02-28 09:33:45,14,1,4,1,1,3,1,7,7,,0,5536256
Onbekend,Devlaminck Tibe,5539607,17,België,Man,420,Snelwandelaars,20,3,16,168,78,2025-02-28 09:33:53,13,2,5,2,5,3,2,6,7,,0,5539607
Onbekend,Didoni Agostino,5539641,17,Italia,Man,430,Snelwandelaars,20,3,18,192,102,2025-02-28 09:34:02,14,4,7,1,3,2,5,4,5,,0,5539641
Onbekend,Kopásek Konštantín,5536362,17,Slovensko,Man,530,Snelwandelaars,20,3,16,194,106,2025-02-28 09:34:09,14,7,0,3,3,3,3,5,7,,0,5536362
Onbekend,Folon Amelie,5537669,17,België,Vrouw,290,Snelwandelaars,20,3,15,166,75,2025-02-28 09:34:16,9,2,1,3,3,3,5,7,7,,0,5537669
Onbekend,Galaverni Fiammetta,5536803,17,Italia,Vrouw,220,Snelwandelaars,20,3,16,177,84,2025-02-28 09:34:24,8,6,0,1,1,2,3,6,5,,0,5536803
Onbekend,Grochowska Olga,5536003,17,Polska,Vrouw,290,Snelwandelaars,20,3,18,171,77,2025-02-28 09:34:31,12,3,3,4,2,1,1,6,5,,0,5536003
Onbekend,Lacour Jordan,5536387,17,France,Man,220,Springers,19,3,16,180,92,2025-02-28 09:34:39,9,2,2,6,3,3,2,6,6,,0,5536387
Onbekend,Manso André,5535758,17,Portugal,Man,770,Springers,20,3,17,189,100,2025-02-28 09:34:45,12,9,3,1,1,2,3,7,7,,0,5535758
Onbekend,Noens Alessandro,5535725,17,België,Man,480,Springers,20,3,17,183,99,2025-02-28 09:34:59,9,3,3,3,8,1,1,5,6,,0,5535725
Onbekend,Noronha Luís,5535772,17,Portugal,Man,300,Springers,20,3,18,185,91,2025-02-28 09:35:37,13,3,2,3,5,3,2,5,6,,0,5535772
Onbekend,Hamel Calista,5536411,17,France,Vrouw,130,Springers,20,3,17,174,81,2025-02-28 09:35:52,8,2,1,2,4,1,3,5,5,,0,5536411
Onbekend,Hüttl Rebekka,5536505,17,Deutschland,Vrouw,1040,Springers,20,3,16,185,95,2025-02-28 09:36:02,7,2,0,10,2,2,2,7,4,,0,5536505
Onbekend,James Maëva,5536582,17,France,Vrouw,1530,Springers,20,3,18,177,89,2025-02-28 09:36:14,14,3,1,2,2,10,4,7,8,,0,5536582
Onbekend,Kourtali Ilektra,5537071,17,Hellas,Vrouw,300,Springers,20,3,17,174,83,2025-02-28 09:36:22,8,3,2,1,3,3,7,6,5,,0,5537071
Onbekend,Arregui Florentino,5537016,17,España,Man,590,Werpers,20,3,16,172,83,2025-02-28 09:36:35,9,7,6,2,1,1,4,8,6,,0,5537016
Onbekend,Pieterse Michael,5537350,17,Nederland,Man,680,Werpers,20,3,15,188,101,2025-02-28 09:36:43,17,2,1,2,5,2,3,6,7,,0,5537350
Onbekend,Potier Paul,5537674,17,France,Man,290,Werpers,20,3,17,180,93,2025-02-28 09:36:51,9,6,3,2,3,3,5,7,5,,0,5537674
Onbekend,Salgado Rómulo,5536000,17,Portugal,Man,420,Werpers,20,3,17,179,91,2025-02-28 09:36:58,7,3,8,6,3,1,3,6,6,,0,5536000
Onbekend,Arts Marije,5539989,17,Nederland,Vrouw,430,Werpers,20,3,17,175,85,2025-02-28 09:37:06,11,3,3,3,4,1,8,4,5,,0,5539989
Onbekend,Caglioni Melania,5536357,17,Italia,Vrouw,1020,Werpers,20,3,18,168,76,2025-02-28 09:37:15,14,6,0,1,9,2,2,7,8,,0,5536357
Onbekend,Cleutjes Bibi,5537324,17,Nederland,Vrouw,450,Werpers,20,3,18,167,77,2025-02-28 09:37:24,8,2,1,7,2,1,3,6,7,,0,5537324
Onbekend,Coutant Brenda,5536592,17,France,Vrouw,520,Werpers,20,3,19,169,74,2025-02-28 09:37:31,7,4,2,3,7,2,0,6,7,,0,5536592
Onbekend,Tan Maxence,5536599,17,France,Man,790,Meerkampers,20,3,17,182,97,2025-02-28 09:37:45,17,1,5,2,3,2,1,8,7,,0,5536599
Onbekend,Scaramella Giuliano,5537670,17,Italia,Man,790,Meerkampers,20,3,15,189,104,2025-02-28 09:37:52,17,2,2,0,7,2,2,6,6,,0,5537670
Onbekend,Lemoine Estelle,5536031,17,France,Vrouw,120,Meerkampers,20,3,14,176,85,2025-02-28 09:38:07,8,1,1,3,3,1,3,5,6,,0,5536031
Onbekend,Lipták Elza,5536604,17,Magyarország,Vrouw,420,Meerkampers,20,3,16,179,85,2025-02-28 09:38:14,14,2,2,1,1,0,8,5,6,,0,5536604
Tienkamp,Juliá Gerard,5157584,29,España,Man,8640,Meerkampers,20,8,17,174,69,2025-02-28 10:44:15,20,9,3,10,9,3,1,13,12,,11000,5157584
800 meter,Bishop Alicia,5566862,23,Great Britain,Vrouw,2740,Middenafstandslopers,20,2,15,176,68,2025-02-28 10:57:31,12,3,7,10,3,2,2,4,11,,0,5566862
Vijfkamp Mannen,Sole Greg,5418604,22,Great Britain,Man,2880,Meerkampers,20,4,16,170,72,2025-02-28 11:02:52,13,12,1,3,7,5,3,7,10,,1000,5418604
Kogelslingeren,Nicassio Filiberto,5414925,21,Italia,Man,2060,Werpers,20,4,17,187,94,2025-02-28 11:17:14,13,8,1,2,9,1,8,9,9,,1000,5414925
Discuswerpen,Candeloro Ivano,5403682,21,Italia,Man,4920,Werpers,20,4,16,190,96,2025-02-28 11:17:40,15,12,3,4,1,2,12,9,8,,11000,5403682
Onbekend,Lavín Sheila,5655221,15,España,Vrouw,840,Sprinters,13,1,14,163,56,2025-02-28 12:28:46,9,1,0,9,8,1,1,6,5,,0,5655221
Onbekend,Echanove Florencio,5665379,17,España,Man,480,Zonder specialiteit,19,1,15,169,69,2025-02-28 12:29:23,7,1,5,9,6,0,2,0,0,,0,5665379
Speerwerpen,Ondruš Libor,5413765,26,Slovensko,Man,9390,Werpers,20,9,16,185,77,2025-02-28 12:31:57,20,8,1,3,4,1,14,7,12,,20000,5413765
Onbekend,Prakapavičius Stasys,5648669,16,Lietuva,Man,1830,Sprinters,15,1,17,166,71,2025-02-28 14:07:53,19,3,2,10,9,3,2,5,5,,12000,5648669
Onbekend,Fraga Alda,5659329,16,Portugal,Vrouw,1000,Snelwandelaars,15,1,15,152,50,2025-02-28 14:26:31,10,2,8,0,7,2,8,7,8,,0,5659329
Onbekend,Arroyo Antón,5594448,17,España,Man,2230,Werpers,20,2,17,183,91,2025-02-28 14:26:42,18,2,2,1,3,7,11,5,6,,0,5594448
Onbekend,Yoshimi Aimi,5576914,17,Nippon,Vrouw,2810,Werpers,20,2,17,174,77,2025-02-28 14:27:37,20,11,2,2,1,3,1,7,7,,0,5576914
Onbekend,Guterres Romeu,5647417,17,Portugal,Man,140,Springers,11,1,16,176,78,2025-02-28 14:28:33,6,6,1,2,3,3,3,3,3,,0,5647417
Onbekend,Freire Arlete,5651979,17,Portugal,Vrouw,1810,Sprinters,19,1,17,179,72,2025-02-28 14:28:38,20,2,1,8,3,3,4,7,8,,0,5651979
Onbekend,Zagalo Tibúrcio,5656174,17,Portugal,Man,780,Werpers,13,1,15,186,85,2025-02-28 14:28:44,16,9,1,4,2,2,3,5,6,,0,5656174
Onbekend,Pedrosa Modesto,5653367,17,Portugal,Man,1300,Werpers,12,1,14,182,86,2025-02-28 14:28:49,16,2,3,0,4,3,11,4,4,,0,5653367
Onbekend,Paneira Oriana,5640418,17,Portugal,Vrouw,1280,Werpers,14,1,13,177,73,2025-02-28 14:28:54,7,1,2,2,9,2,7,8,8,,0,5640418
Onbekend,Anunciada Ivo,5640419,16,Portugal,Man,520,Werpers,15,1,14,180,87,2025-02-28 14:28:58,16,1,3,1,1,1,7,6,5,,0,5640419
Onbekend,Olaio Saúl,5662080,14,Portugal,Man,1220,Werpers,16,1,12,161,59,2025-02-28 14:31:43,20,1,2,1,2,2,8,6,6,,1000,5662080
Onbekend,Raposo Leandro,5662079,14,Portugal,Man,730,Sprinters,13,1,15,172,68,2025-02-28 14:32:19,17,2,1,6,1,4,3,5,7,,1000,5662079
Onbekend,Bomben Gerry,5581542,17,Italia,Man,1150,Springers,20,1,14,186,97,2025-02-28 14:32:28,15,1,3,7,7,10,2,5,5,,0,5581542
100 meter,Borio Gastone,5239667,28,Italia,Man,38700,Sprinters,20,9,16,177,70,2025-02-28 14:32:42,19,18,0,19,2,1,6,12,9,,20000,5239667
Zevenkamp,Naldi Ida,5101651,31,Italia,Vrouw,9160,Meerkampers,20,10,18,165,57,2025-02-28 14:32:52,18,11,0,15,10,7,0,9,7,,12000,5101651
10.000 meter,Tomaino Melania,5195322,29,Italia,Vrouw,53480,Langeafstandslopers,20,10,17,183,61,2025-02-28 14:32:59,18,0,19,20,2,0,0,12,8,,166000,5195322
Onbekend,da Guia Ivete,5628934,22,Brasil,Vrouw,930,Langeafstandslopers,20,1,17,179,74,2025-02-28 15:06:55,19,2,5,5,2,1,2,5,5,,0,5628934
Onbekend,de Oliveira Sara,5634512,15,Brasil,Vrouw,1110,Sprinters,19,1,14,171,69,2025-02-28 15:07:05,14,3,0,2,10,2,1,5,8,,0,5634512
Onbekend,Murer Glória,5660110,17,Brasil,Vrouw,330,Werpers,18,1,14,155,48,2025-02-28 15:07:06,8,1,3,1,4,3,7,7,6,,0,5660110
Onbekend,Mineiro Kelvin,5634513,17,Brasil,Man,1490,Werpers,16,1,12,190,96,2025-02-28 15:07:08,10,4,1,3,3,2,10,6,9,,0,5634513
Onbekend,Tussi Heleonora,5660109,16,Brasil,Vrouw,820,Werpers,15,1,14,156,53,2025-02-28 15:07:10,17,2,1,2,5,3,4,8,6,,0,5660109
Onbekend,Boas Cassandra,5655315,16,Brasil,Vrouw,1030,Meerkampers,18,1,14,155,51,2025-02-28 15:07:11,10,5,2,3,5,6,10,5,3,,0,5655315
Onbekend,de Mesquista Jéssica,5651796,16,Brasil,Vrouw,1030,Springers,18,1,15,176,71,2025-02-28 15:07:13,13,1,2,1,1,10,3,8,5,,0,5651796
Onbekend,Vicençote Afonso,5647742,16,Brasil,Man,1450,Springers,18,1,13,177,77,2025-02-28 15:07:15,20,3,0,2,2,6,1,5,8,,0,5647742
Onbekend,Andrade Monique,5630350,17,Brasil,Vrouw,660,Middenafstandslopers,19,1,11,165,66,2025-02-28 15:07:17,6,1,7,2,3,3,2,5,9,,0,5630350
Onbekend,Romeu Atílio,5630352,18,Brasil,Man,970,Meerkampers,17,1,13,187,87,2025-02-28 15:07:19,17,7,3,1,5,2,2,6,8,,0,5630352
Onbekend,Cavalieri Delma,5641983,17,Brasil,Vrouw,950,Springers,20,1,14,160,58,2025-02-28 15:07:22,12,3,2,2,1,9,1,5,8,,0,5641983
Onbekend,Bertuci Pablo,5643620,15,Brasil,Man,790,Sprinters,20,1,12,154,58,2025-02-28 15:07:24,14,3,2,9,2,1,3,6,6,,0,5643620
Onbekend,Costa Domitila,5628938,27,Brasil,Vrouw,970,Snelwandelaars,20,1,18,177,73,2025-02-28 15:07:27,8,3,10,5,5,1,2,5,5,,0,5628938
Onbekend,Vivona Evelin,5637775,16,Italia,Vrouw,1050,Werpers,13,1,15,168,64,2025-02-28 15:39:12,7,1,0,2,3,3,10,4,7,,1000,5637775
Onbekend,Asla Ulises,5510500,18,España,Man,2040,Middenafstandslopers,20,2,19,178,83,2025-02-28 16:01:10,14,2,10,9,3,2,2,8,7,,0,5510500
Onbekend,Mosquera Naroa,5486466,19,España,Vrouw,2150,Werpers,20,3,18,182,87,2025-02-28 16:05:54,19,9,5,4,9,3,4,5,8,,0,5486466
Onbekend,Palomanes Enriqueta,5618212,16,España,Vrouw,2040,Meerkampers,17,1,18,166,70,2025-02-28 16:09:20,20,4,5,5,10,1,1,6,5,,12000,5618212
Onbekend,Aguado César,5646785,17,España,Man,260,Sprinters,19,1,17,166,64,2025-02-28 16:21:43,6,7,1,6,2,2,2,3,5,,0,5646785
Onbekend,Águilas Xerome,5566173,17,España,Man,760,Sprinters,20,2,18,190,99,2025-02-28 16:21:47,9,8,3,6,2,1,1,7,7,,0,5566173
Onbekend,Lafarga Anacleto,5615804,17,España,Man,620,Sprinters,20,1,19,176,77,2025-02-28 16:21:50,7,2,2,8,3,2,3,8,6,,0,5615804
Onbekend,Peres Gabriel,5636409,17,España,Man,1260,Sprinters,18,1,17,173,74,2025-02-28 16:21:54,17,10,2,3,1,4,2,6,5,,0,5636409
Onbekend,Rebollo Boi,5562098,17,España,Man,1120,Sprinters,20,2,18,176,91,2025-02-28 16:21:57,8,2,1,5,9,2,2,8,8,,0,5562098
Onbekend,Viera Levi,5662733,17,España,Man,220,Sprinters,14,1,14,163,64,2025-02-28 16:22:00,14,3,2,1,1,3,1,4,4,,0,5662733
Onbekend,Karmona Alba,5539477,18,España,Vrouw,1260,Sprinters,20,2,19,176,76,2025-02-28 16:22:07,15,10,3,4,2,2,4,8,6,,0,5539477
Onbekend,de los Ríos Francisco José,5627996,18,España,Man,1160,Middenafstandslopers,20,1,17,179,76,2025-02-28 16:22:12,16,2,9,1,2,2,3,7,7,,0,5627996
Onbekend,Argüello Iria,5555780,17,España,Vrouw,2320,Middenafstandslopers,20,2,15,178,78,2025-02-28 16:22:17,13,2,12,7,2,5,0,7,8,,0,5555780
Onbekend,Canto Xiana,5572381,17,España,Vrouw,1700,Middenafstandslopers,20,2,18,174,76,2025-02-28 16:22:20,7,1,4,11,2,3,3,8,8,,0,5572381
Onbekend,Morató Marina,5600747,18,España,Vrouw,1250,Middenafstandslopers,16,1,17,156,59,2025-02-28 16:22:24,6,7,8,8,3,2,2,8,8,,0,5600747
Onbekend,España Lucio,5621947,18,España,Man,2310,Langeafstandslopers,20,1,18,182,86,2025-02-28 16:22:30,20,2,4,6,0,3,8,8,9,,0,5621947
Onbekend,Aragón Olga,5643601,17,España,Vrouw,630,Langeafstandslopers,19,1,16,173,68,2025-02-28 16:22:37,16,3,7,3,3,0,1,5,7,,0,5643601
Onbekend,Sarrión Emiliano,5610821,17,España,Man,1090,Snelwandelaars,20,2,17,175,79,2025-02-28 16:22:52,10,1,8,2,7,2,4,7,9,,0,5610821
Onbekend,Aldana Florencio,5657925,16,España,Man,360,Snelwandelaars,15,1,14,167,68,2025-02-28 16:24:37,11,4,8,2,2,3,2,5,5,,0,5657925
Onbekend,Arencibia Jano,5618291,16,España,Man,900,Snelwandelaars,20,1,18,181,87,2025-02-28 16:24:51,11,3,5,2,7,1,3,9,8,,1000,5618291
Onbekend,Garikoitz Quique,5582883,17,España,Man,980,Springers,20,2,18,175,87,2025-02-28 16:24:57,7,1,3,2,3,8,1,6,9,,0,5582883
Onbekend,Montesdeoca Pascual,5650484,17,España,Man,590,Springers,14,1,16,175,74,2025-02-28 16:25:00,11,0,1,3,2,9,2,6,4,,0,5650484
Onbekend,Platas Jonathan,5597467,17,España,Man,1570,Springers,20,1,18,173,75,2025-02-28 16:25:03,19,3,0,2,6,9,1,7,8,,0,5597467
Onbekend,Salas Anselmo,5566171,17,España,Man,750,Springers,20,2,18,186,90,2025-02-28 16:25:06,6,3,3,3,6,6,1,8,7,,0,5566171
Onbekend,Tomás Armando,5641375,17,España,Man,380,Springers,13,1,17,170,76,2025-02-28 16:25:10,12,3,3,3,4,8,1,5,5,,0,5641375
Onbekend,Zarzuelo Manel,5630554,17,España,Man,1450,Springers,18,1,16,175,75,2025-02-28 16:25:14,10,1,1,8,10,2,0,6,7,,0,5630554
Onbekend,Cela Abril,5634118,17,España,Vrouw,1040,Springers,20,1,16,178,73,2025-02-28 16:25:19,13,3,2,1,3,10,3,3,5,,0,5634118
Onbekend,del Águila Carlota,5621945,16,España,Vrouw,1090,Springers,20,1,18,161,62,2025-02-28 16:25:37,8,2,2,1,4,9,0,9,6,,1000,5621945
Onbekend,Lekunberri Almudena,5625502,17,España,Vrouw,1150,Springers,15,1,19,187,87,2025-02-28 16:25:43,8,1,2,1,8,7,3,8,8,,0,5625502
Onbekend,de Paula Xerach,5549218,18,España,Man,650,Werpers,20,2,18,180,88,2025-02-28 16:25:50,12,8,2,2,3,2,5,8,6,,0,5549218
Onbekend,Hernando Anakdam,5659985,17,España,Man,1350,Werpers,11,1,15,164,70,2025-02-28 16:25:54,7,1,3,3,10,1,8,4,8,,0,5659985
Onbekend,Mista Acaymo,5555777,17,España,Man,1790,Werpers,20,2,20,190,101,2025-02-28 16:25:58,14,4,2,5,7,3,11,6,8,,0,5555777
Onbekend,Tabares Amadeu,5584780,17,España,Man,1530,Werpers,20,1,18,169,75,2025-02-28 16:26:01,13,9,2,1,0,1,9,6,9,,0,5584780
Onbekend,Terrón Kerman,5646783,17,España,Man,790,Werpers,16,1,16,174,76,2025-02-28 16:26:04,16,2,2,2,2,3,6,8,5,,0,5646783
Onbekend,Pedraio Nahia,5650483,17,España,Vrouw,1040,Werpers,12,1,14,163,57,2025-02-28 16:26:12,17,3,2,5,6,1,5,7,8,,0,5650483
Onbekend,Ríos Edith,5551483,17,España,Vrouw,1480,Werpers,20,2,20,167,78,2025-02-28 16:26:15,10,2,6,1,0,1,11,6,4,,0,5551483
Onbekend,Zárate Macarena,5578146,17,España,Vrouw,860,Werpers,17,2,19,183,84,2025-02-28 16:26:19,7,2,2,1,3,2,8,8,7,,0,5578146
Onbekend,Morante Efrén,5539297,17,España,Man,1120,Meerkampers,20,2,16,187,94,2025-02-28 16:26:25,17,3,1,3,9,5,5,7,4,,0,5539297
Onbekend,Bueno Celeste,5566172,16,España,Vrouw,880,Meerkampers,20,2,18,158,65,2025-02-28 16:26:36,16,6,1,4,4,7,3,7,7,,1000,5566172
3.000 meter steeplechase,de Almeida Luís,5069641,31,Portugal,Man,7190,Middenafstandslopers,20,11,16,190,88,2025-02-28 16:41:04,19,0,6,14,0,0,1,6,8,,0,5069641
Onbekend,Isábal Ícaro,5541274,17,España,Man,1680,Middenafstandslopers,20,1,15,191,102,2025-02-28 16:48:35,7,1,6,10,0,4,3,8,9,,1000,5541274
3.000 meter steeplechase,Verzola Nadia,5136669,32,Italia,Vrouw,25250,Middenafstandslopers,19,8,15,176,51,2025-02-28 17:19:59,20,0,19,13,0,0,0,12,7,,0,5136669
Hinkstapspringen,Van den Eede Pauline,5122531,29,België,Vrouw,48780,Springers,20,12,17,175,47,2025-02-28 17:20:44,20,2,4,0,20,19,2,9,11,,106000,5122531
Kogelslingeren,Saidi Gino,4970177,33,France,Man,25060,Werpers,20,11,16,191,101,2025-02-28 17:23:24,20,14,1,0,12,0,18,10,9,,0,4970177
200 meter,Vilingen Joachim,5079152,30,Switzerland,Man,35100,Sprinters,20,10,16,177,77,2025-02-28 17:29:34,20,17,1,19,0,0,1,10,11,,20000,5079152
Onbekend,Vecchio Alfio,5633012,17,Italia,Man,1510,Springers,16,1,17,173,75,2025-02-28 17:36:51,20,3,0,3,7,8,2,6,8,,0,5633012
Onbekend,Chajes Analiese,5631083,17,Österreich,Vrouw,1220,Langeafstandslopers,16,1,15,173,70,2025-02-28 17:55:39,17,2,8,9,1,2,3,7,4,,0,5631083
Onbekend,Halla Erwin,5608312,17,Österreich,Man,1110,Springers,17,3,16,189,96,2025-02-28 17:55:52,6,3,3,3,9,8,2,8,7,,0,5608312
Onbekend,Kleinheinz Julian,5562330,17,Österreich,Man,2110,Springers,20,3,16,179,90,2025-02-28 17:56:52,9,2,1,2,11,10,2,6,6,,1000,5562330
Onbekend,Bednar Sophie,5628324,17,Österreich,Vrouw,1860,Springers,20,2,18,166,71,2025-02-28 17:57:37,19,4,3,3,5,10,1,7,8,,0,5628324
Onbekend,Mayer Maria,5634687,17,Österreich,Vrouw,1180,Springers,20,2,17,165,60,2025-02-28 17:58:03,16,1,1,0,5,6,9,7,8,,0,5634687
Onbekend,Reisp Carli,5662853,17,Österreich,Vrouw,810,Springers,16,1,15,168,59,2025-02-28 17:58:10,17,1,3,3,5,7,2,8,4,,0,5662853
Onbekend,Baldauf Terrance,5593934,17,Österreich,Man,4020,Werpers,20,3,18,177,85,2025-02-28 17:58:18,19,1,3,3,2,3,13,8,6,,1000,5593934
Onbekend,Görgl Simon,5537318,17,Österreich,Man,1840,Werpers,20,1,16,188,97,2025-02-28 17:58:47,20,6,2,1,3,3,10,7,7,,0,5537318
Onbekend,Posch Carli,5665534,17,Österreich,Vrouw,1490,Springers,15,1,15,156,54,2025-02-28 17:59:41,17,1,0,8,2,10,1,4,5,,0,5665534
