Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
50 km snelwandelen,Pezzetta Federico,5431505,21,Italia,Man,24070,Snelwandelaars,20,4,17,181,78,2025-02-26 16:15:33,20,2,19,2,3,4,2,10,10,,2000,5431505
50 km snelwandelen,Monteleone Pamela,5426040,21,Italia,Vrouw,5300,Snelwandelaars,20,4,18,181,64,2025-02-26 16:15:40,8,1,14,2,1,3,2,10,9,,0,5426040
10 km snelwandelen,Stanzani Michela,5375889,23,Italia,Vrouw,4390,Snelwandelaars,20,5,19,166,65,2025-02-26 16:15:54,9,3,7,8,11,2,1,11,9,,0,5375889
Discuswerpen,Deste Piera,5437835,22,Italia,Vrouw,3690,Werpers,20,5,19,171,71,2025-02-26 16:16:00,7,10,3,2,1,3,10,11,9,,0,5437835
Kogelstoten,Gasparutti Angelica,5492009,21,Italia,Vrouw,2870,Werpers,20,3,16,179,78,2025-02-26 16:16:09,10,11,2,0,3,1,10,8,8,,0,5492009
Kogelslingeren,Selman Orietta,5382896,22,Italia,Vrouw,3930,Werpers,20,6,19,179,83,2025-02-26 16:16:17,11,10,3,2,9,2,12,9,9,,0,5382896
Zevenkamp,Ramundo Brigitta,5434942,21,Italia,Vrouw,3360,Meerkampers,20,4,18,171,74,2025-02-26 16:16:26,14,5,3,9,4,6,10,9,11,,0,5434942
Hoogspringen,Barbieri Elisabetta,5215172,27,Italia,Vrouw,18560,Springers,20,7,18,182,65,2025-02-26 16:19:44,19,2,2,2,7,18,0,11,11,,9000,5215172
10.000 meter,Persello Cristoforo,5018274,33,Italia,Man,14300,Langeafstandslopers,18,11,16,196,72,2025-02-26 16:20:59,16,0,14,15,0,0,0,12,9,,9000,5018274
Onbekend,Lewczuk Zbigniew,5627870,15,Polska,Man,1710,Sprinters,17,1,18,177,79,2025-02-26 16:24:10,9,0,4,11,1,3,7,7,7,,9000,5627870
Speerwerpen,Struška Luděk,5389001,22,Česká republika,Man,3090,Werpers,20,5,17,188,100,2025-02-26 16:26:57,18,5,4,8,4,0,10,9,9,,1000,5389001
Onbekend,Peltier Lina,5598293,17,France,Vrouw,3730,Snelwandelaars,20,1,17,172,74,2025-02-26 16:27:18,19,3,13,2,3,3,3,8,7,,1000,5598293
Onbekend,Agramunt Jesús María,5638255,17,España,Man,1420,Sprinters,18,1,17,179,84,2025-02-26 16:27:50,12,2,6,8,3,2,2,9,9,,0,5638255
1.500 meter,Wayman Niamh,5442793,20,Great Britain,Vrouw,2830,Middenafstandslopers,20,4,16,171,81,2025-02-26 16:28:48,15,0,11,11,3,3,2,7,7,,0,5442793
1.500 meter,Pickering Harvey,5424905,22,Great Britain,Man,4540,Middenafstandslopers,20,4,17,174,81,2025-02-26 16:30:08,17,3,12,12,3,2,2,9,6,,11000,5424905
Vijfkamp Vrouwen,Kusto Celina,5506053,20,Polska,Vrouw,2020,Meerkampers,20,3,17,179,75,2025-02-26 16:31:59,6,9,1,10,3,2,2,9,8,,0,5506053
Onbekend,Kolasińska Patrycja,5598961,22,Polska,Vrouw,3430,Springers,20,2,16,171,65,2025-02-26 16:33:36,8,1,0,10,2,11,1,7,11,,0,5598961
200 meter,Alves Dominique,5182477,28,France,Man,22440,Sprinters,20,10,15,177,78,2025-02-26 16:40:18,14,12,1,19,6,3,1,10,9,,22000,5182477
Onbekend,Hammadou Samiah,5601425,17,Al-Jazā'ir,Vrouw,1790,Sprinters,20,2,16,161,61,2025-02-26 16:48:18,19,7,2,10,3,2,3,8,5,,1000,5601425
Onbekend,Puppin Oliviero,5562284,17,Italia,Man,2730,Middenafstandslopers,20,2,16,169,84,2025-02-26 16:48:31,12,0,12,6,0,2,2,6,8,,0,5562284
Onbekend,Fantauzzi Dario,5584914,17,Italia,Man,3170,Snelwandelaars,20,2,16,173,84,2025-02-26 16:48:54,16,1,13,1,4,6,3,6,8,,0,5584914
Onbekend,Pirlo Glory,5607635,17,Italia,Vrouw,2370,Snelwandelaars,20,2,18,171,76,2025-02-26 16:49:12,15,2,12,3,8,2,2,4,6,,0,5607635
Onbekend,Scatena Carmine,5556073,17,Italia,Man,2450,Springers,20,2,16,184,90,2025-02-26 16:49:36,14,9,3,1,8,11,1,8,8,,5000,5556073
Onbekend,Delussu Katia,5613681,17,Italia,Vrouw,1500,Werpers,20,2,16,177,72,2025-02-26 16:49:45,14,8,1,5,3,0,11,6,5,,0,5613681
Onbekend,Gafa’ Nicoletta,5590798,17,Italia,Vrouw,1850,Werpers,20,1,17,176,82,2025-02-26 16:50:04,16,11,2,0,1,2,5,6,8,,0,5590798
100 meter,Fagan Kane,5469504,25,Great Britain,Man,2570,Sprinters,19,4,18,187,83,2025-02-26 16:57:14,11,6,2,10,2,2,1,9,10,,1000,5469504
3.000 meter steeplechase,Bojtor Renáta,5362739,23,Magyarország,Vrouw,4130,Middenafstandslopers,20,4,15,182,82,2025-02-26 17:27:44,18,4,9,13,3,2,3,8,8,,0,5362739
Hoogspringen,Lázzaro Ximena,5243948,27,Argentina,Vrouw,12410,Springers,20,8,17,186,69,2025-02-26 17:28:19,15,1,1,2,10,16,2,10,10,,3000,5243948
Polsstokhoogspringen,Villarreal Helena,5107772,30,Argentina,Vrouw,32130,Springers,20,12,15,178,56,2025-02-26 17:29:28,20,0,0,0,17,19,1,8,10,,5000,5107772
Kogelstoten,Reggi Fernando,4968409,33,Argentina,Man,26030,Werpers,20,15,17,185,92,2025-02-26 17:30:54,16,18,4,0,0,0,15,8,9,,1000,4968409
Onbekend,Zanettini Alighiero,5553511,17,Italia,Man,3020,Werpers,20,2,16,188,98,2025-02-26 17:47:54,8,12,3,2,1,3,9,8,8,,9999,5553511
Onbekend,Siddhanta Jayant,5576070,17,India,Man,2230,Sprinters,20,2,16,182,94,2025-02-26 17:49:16,14,10,1,11,3,1,2,6,6,,14000,5576070
Onbekend,Siljanoski Dobri,5572746,17,FYR Makedonija,Man,3080,Sprinters,19,2,15,177,87,2025-02-26 17:49:38,8,0,2,12,10,4,2,5,7,,0,5572746
Onbekend,Sellers Patricia,5607736,17,United States,Vrouw,2430,Sprinters,19,2,14,168,65,2025-02-26 17:50:26,10,8,2,12,2,1,2,6,6,,0,5607736
Onbekend,Augustinus Tamara,5546651,17,Nederland,Vrouw,3560,Middenafstandslopers,20,2,17,172,77,2025-02-26 17:50:46,13,6,9,13,3,1,1,7,8,,19000,5546651
Onbekend,Noor Perwira,5569505,17,Malaysia,Man,3800,Snelwandelaars,20,2,17,189,94,2025-02-26 17:56:53,16,3,13,3,3,5,2,7,6,,0,5569505
Onbekend,Moscardini Benjamin,5568191,17,Great Britain,Man,2520,Sprinters,20,2,16,188,98,2025-02-26 17:57:15,12,4,0,11,8,2,0,9,7,,9999,5568191
Onbekend,Saulino Pasquale,5503853,18,Italia,Man,5060,Sprinters,20,3,17,175,73,2025-02-26 17:57:30,9,4,2,14,7,3,1,8,8,,0,5503853
Onbekend,Liewald Beatrix,5510327,18,Deutschland,Vrouw,25840,Snelwandelaars,20,2,16,163,66,2025-02-26 17:59:25,20,3,20,1,3,2,9,7,8,,14000,5510327
Hoogspringen,Gorela Giacomo,5508477,18,Italia,Man,5950,Springers,20,3,17,175,74,2025-02-26 18:00:08,12,1,3,2,8,15,1,7,6,,0,5508477
Zevenkamp,Di Serafino Sabrina,5521173,18,Italia,Vrouw,2910,Meerkampers,20,3,17,178,79,2025-02-26 18:02:54,9,11,3,11,8,2,1,8,6,,9999,5521173
Zevenkamp,Vandenberghe Yasmina,5571622,18,België,Vrouw,1660,Meerkampers,17,2,16,187,87,2025-02-26 18:03:16,9,9,3,9,7,3,1,9,7,,0,5571622
Onbekend,Bueno Araceli,5584561,17,Uruguay,Vrouw,2950,Snelwandelaars,20,3,17,178,77,2025-02-26 18:19:36,18,3,12,2,3,1,7,6,8,,1000,5584561
Onbekend,Canton Olivia,5558335,17,Italia,Vrouw,3190,Springers,20,2,18,168,73,2025-02-26 18:33:44,13,3,3,9,2,12,0,7,6,,0,5558335
Onbekend,Andrijašević Andro,5629885,17,Hrvatska,Man,2270,Sprinters,20,1,16,180,83,2025-02-26 18:40:25,16,1,1,9,10,2,1,9,6,,0,5629885
Onbekend,Pomposo Andrea,5565203,16,Italia,Man,1720,Springers,20,2,14,175,85,2025-02-26 18:41:11,9,1,1,3,1,10,9,7,7,,9999,5565203
Onbekend,Monzón Donato,5644326,15,España,Man,1680,Werpers,20,1,14,167,69,2025-02-26 18:42:09,18,3,2,3,9,2,8,8,7,,9999,5644326
400 meter horden,Leduc Jason,5199480,28,France,Man,22980,Sprinters,20,8,19,174,68,2025-02-26 18:54:10,18,6,2,18,14,2,0,9,9,,24000,5199480
400 meter,Guaita Roque,5175116,29,España,Man,24450,Sprinters,20,8,18,190,81,2025-02-26 18:56:07,14,14,1,18,2,2,2,10,10,,0,5175116
1.500 meter,Muller Flavie,5267306,26,France,Vrouw,11420,Middenafstandslopers,20,7,18,181,62,2025-02-26 19:02:31,9,1,15,14,3,1,2,10,8,,4000,5267306
Speerwerpen,Romeo Patricia,5007513,32,France,Vrouw,27490,Werpers,20,11,18,179,67,2025-02-26 19:03:39,15,17,1,1,0,1,17,11,10,,19000,5007513
Hoogspringen,Paillard Albane,4945172,34,France,Vrouw,36290,Springers,20,13,16,179,74,2025-02-26 19:04:42,18,0,0,0,16,19,0,8,10,,5000,4945172
Hinkstapspringen,Chene Fares,5106266,32,France,Man,15350,Springers,20,10,18,169,55,2025-02-26 19:05:13,11,1,0,0,11,17,0,9,10,,0,5106266
10 km snelwandelen,Grosjean Patrick,5034371,32,France,Man,16100,Snelwandelaars,17,11,18,183,79,2025-02-26 19:06:01,14,0,17,0,12,0,1,11,10,,0,5034371
Onbekend,Leriche Mélissa,5585336,17,France,Vrouw,2290,Snelwandelaars,16,1,14,167,68,2025-02-26 19:06:24,16,2,11,4,6,3,9,6,7,,1000,5585336
Onbekend,Leon Yohann,5559916,17,France,Man,2090,Langeafstandslopers,20,1,14,173,87,2025-02-26 19:06:40,17,1,11,8,3,1,5,4,6,,0,5559916
Onbekend,Simonnet Nina,5543041,17,France,Vrouw,1350,Meerkampers,20,2,14,165,68,2025-02-26 19:06:55,10,6,1,10,1,7,6,7,8,,0,5543041
Onbekend,Tarantini Leo,5537218,17,Italia,Man,3730,Springers,20,1,14,193,104,2025-02-26 19:27:43,20,2,3,9,7,12,2,7,7,,34000,5537218
Onbekend,Vallejo Celso,5579203,17,España,Man,4420,Sprinters,20,2,19,183,89,2025-02-26 19:32:30,20,3,3,8,13,1,4,7,6,,0,5579203
100 meter,Berga Reyes,5392684,24,España,Vrouw,7640,Sprinters,20,5,16,173,70,2025-02-26 19:43:09,13,4,3,15,3,1,1,11,9,,5000,5392684
1.500 meter,De Sousa Catherine,5255635,26,France,Vrouw,8340,Middenafstandslopers,19,6,16,185,74,2025-02-26 19:43:40,7,2,13,14,3,3,3,9,10,,0,5255635
5.000 meter,Ferluga Arturo,5295075,25,Italia,Man,5790,Langeafstandslopers,19,6,17,183,77,2025-02-26 19:44:32,17,8,11,12,6,2,0,10,10,,5000,5295075
Hinkstapspringen,Delaeter Gladys,5289688,27,France,Vrouw,8880,Springers,20,7,15,178,76,2025-02-26 19:45:38,11,9,3,5,2,14,3,12,10,,0,5289688
Vijfkamp Mannen,Batinic Mihajlo,5541783,18,Bosna i Hercegovina,Man,1960,Meerkampers,20,3,18,183,85,2025-02-26 19:48:12,17,3,1,10,5,5,7,7,8,,6000,5541783
400 meter,Olszak Ireneusz,5241363,26,Polska,Man,10390,Sprinters,20,8,15,184,81,2025-02-26 20:21:58,17,14,3,14,3,3,2,9,9,,13000,5241363
Onbekend,McFadden Hayden,5635165,16,Great Britain,Man,1680,Springers,19,1,15,165,69,2025-02-26 20:32:57,20,2,1,1,9,8,4,5,8,,9999,5635165
400 meter horden,Angeleva Viktoria,5167299,29,Bulgaria,Vrouw,30350,Sprinters,20,9,17,177,63,2025-02-26 20:37:59,20,2,2,20,11,2,2,11,10,,2000,5167299
Onbekend,Macías Gisela,5582778,18,España,Vrouw,1940,Meerkampers,20,1,12,161,62,2025-02-26 20:44:39,16,6,1,3,10,6,4,9,8,,0,5582778
100 meter,Roefs Suzan,5441953,21,Nederland,Vrouw,17580,Sprinters,20,5,15,166,68,2025-02-26 21:13:27,17,13,1,18,2,2,2,7,8,,52000,5441953
800 meter,Neuhaus Benjamin,5225591,27,Deutschland,Man,26740,Middenafstandslopers,20,9,16,190,73,2025-02-26 21:14:57,18,2,15,19,2,1,3,9,9,,25000,5225591
110 meter horden,Ware Evan,5170750,29,United States,Man,24330,Sprinters,20,10,16,176,69,2025-02-26 21:18:38,20,2,3,18,14,0,1,9,10,,1000,5170750
Onbekend,Kemmer Nike,5544138,17,Deutschland,Vrouw,3050,Sprinters,20,3,16,177,82,2025-02-26 21:37:58,18,1,2,12,2,3,3,9,7,,0,5544138
800 meter,Tur Margarida,5407750,23,España,Vrouw,6300,Middenafstandslopers,20,6,15,175,72,2025-02-26 21:39:20,19,9,12,12,2,3,3,8,10,,9999,5407750
Onbekend,Hendry Zak,5590332,20,Great Britain,Man,1120,Sprinters,20,1,14,161,56,2025-02-26 21:40:16,17,5,3,10,3,2,2,4,6,,0,5590332
Onbekend,Fitchie Tia,5590369,21,Great Britain,Vrouw,1840,Springers,20,2,14,180,73,2025-02-26 21:51:22,11,2,0,3,3,10,1,4,10,,0,5590369
Onbekend,Pilger Edith,5631441,17,Deutschland,Vrouw,1750,Springers,17,1,14,182,79,2025-02-26 21:56:16,18,3,1,1,10,5,1,8,6,,0,5631441
Onbekend,Łoś Arkadiusz,5542880,17,Polska,Man,1090,Middenafstandslopers,20,3,17,192,106,2025-02-26 21:56:59,19,9,4,3,1,2,2,4,5,,0,5542880
Onbekend,Reder Adrian,5539657,17,Polska,Man,630,Middenafstandslopers,20,3,14,187,97,2025-02-26 21:57:13,12,3,9,1,3,4,2,6,4,,0,5539657
Onbekend,Guil Aurora,5541935,17,España,Vrouw,750,Zonder specialiteit,20,3,14,171,77,2025-02-26 21:57:36,10,2,1,2,2,10,3,0,0,,0,5541935
Onbekend,Siegl Jäger,5542464,17,Österreich,Man,840,Zonder specialiteit,20,4,13,186,101,2025-02-26 21:57:58,13,10,1,3,2,1,1,0,0,,0,5542464
Vijfkamp Mannen,Kourkourikis Karolos,4987659,33,Hellas,Man,5790,Meerkampers,19,14,16,179,74,2025-02-26 22:13:35,20,6,6,6,5,3,0,8,11,,0,4987659
3.000 meter steeplechase,Hawthorne Freya,5495139,19,Great Britain,Vrouw,2540,Middenafstandslopers,20,4,15,170,78,2025-02-26 22:16:25,10,2,10,9,7,1,1,10,9,,0,5495139
Onbekend,Ivelja Strahinja,5558077,17,Srbija,Man,6510,Sprinters,20,2,16,172,72,2025-02-26 22:19:07,13,2,2,15,5,6,3,7,5,,0,5558077
400 meter,Bonomi Manuela,4924132,34,Italia,Vrouw,10750,Sprinters,16,13,12,176,67,2025-02-26 22:35:52,14,6,0,15,0,1,0,9,10,,0,4924132
Onbekend,Apostolovska Susanna,5594893,17,FYR Makedonija,Vrouw,1460,Sprinters,20,2,18,165,67,2025-02-26 23:51:52,14,10,2,9,1,2,3,7,7,,0,5594893
Onbekend,Aníbal Lúcio,5627604,17,Portugal,Man,1630,Sprinters,18,1,16,167,69,2025-02-26 23:56:25,14,9,2,10,3,4,0,5,7,,0,5627604
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,460,Sprinters,13,1,17,183,83,2025-02-26 23:56:35,11,5,3,8,1,2,1,6,6,,0,5637771
Onbekend,Pomar Miguel,5562758,17,Portugal,Man,920,Sprinters,16,1,16,179,88,2025-02-26 23:56:47,6,8,3,9,2,3,1,6,7,,0,5562758
Onbekend,Aires Bruno,5662432,17,Portugal,Man,1600,Springers,13,1,14,163,64,2025-02-26 23:57:08,14,0,3,1,3,10,1,9,3,,0,5662432
Onbekend,Sequeira Ofélia,5603765,17,Portugal,Vrouw,1940,Springers,20,1,15,178,74,2025-02-26 23:57:30,12,3,1,4,6,11,0,8,8,,0,5603765
Onbekend,Mota Reinaldo,5659572,17,Portugal,Man,600,Meerkampers,15,1,15,183,84,2025-02-26 23:57:47,6,6,3,1,3,1,1,8,8,,0,5659572
Onbekend,Sobrinho Mónica,5653751,17,Portugal,Vrouw,580,Meerkampers,17,1,15,163,61,2025-02-26 23:57:56,11,2,8,3,1,7,6,6,4,,0,5653751
800 meter,van den Wallen Nancy,5132127,31,Nederland,Vrouw,15960,Middenafstandslopers,20,11,16,166,43,2025-02-27 00:01:01,16,2,15,14,1,8,0,11,12,,0,5132127
3.000 meter steeplechase,Berkenbosch Ingrid,5445696,20,Nederland,Vrouw,21000,Middenafstandslopers,20,6,16,184,91,2025-02-27 00:01:46,19,3,19,4,2,1,2,8,7,,1000,5445696
Onbekend,Bielsa Angela,5599135,17,Argentina,Vrouw,1480,Werpers,12,1,15,183,83,2025-02-27 00:09:48,6,5,2,2,2,4,10,8,8,,0,5599135
Onbekend,Rossi Leon,5606183,17,Argentina,Man,1810,Meerkampers,20,1,12,172,80,2025-02-27 00:11:30,20,8,1,7,3,7,3,8,5,,0,5606183
Onbekend,Charlesworth Imogen,5634192,16,Australia,Vrouw,1750,Springers,16,1,15,168,70,2025-02-27 00:12:56,7,3,2,3,8,11,1,6,8,,1000,5634192
Onbekend,Hearn Joseph,5644162,16,Australia,Man,710,Sprinters,16,1,15,176,72,2025-02-27 00:14:23,14,5,3,8,5,1,3,8,5,,0,5644162
Onbekend,Salkauskas Courtney,5664211,17,Australia,Vrouw,730,Zonder specialiteit,12,1,15,177,71,2025-02-27 00:14:52,14,1,3,9,1,1,2,0,0,,0,5664211
Onbekend,Brooker Kiara,5664212,15,Australia,Vrouw,240,Zonder specialiteit,16,1,15,151,48,2025-02-27 00:15:36,8,6,4,7,2,2,3,0,0,,0,5664212
Onbekend,Tevenet Climén,5512072,18,España,Man,3970,Werpers,20,3,16,182,97,2025-02-27 00:25:36,17,12,2,2,1,1,11,7,7,,1000,5512072
Onbekend,Velasques Vera,5539437,17,Portugal,Vrouw,2460,Sprinters,20,2,15,172,73,2025-02-27 01:52:13,11,12,3,7,1,0,3,5,7,,1000,5539437
Onbekend,Patel Erika,5664238,15,United States,Vrouw,670,Springers,17,1,15,158,53,2025-02-27 03:14:22,15,0,3,3,1,9,1,4,7,,0,5664238
Onbekend,Estévez Juan,5658908,16,Argentina,Man,1230,Sprinters,14,1,15,166,69,2025-02-27 03:17:40,18,6,2,9,3,3,2,7,6,,0,5658908
Onbekend,Jenkins James,5654193,17,United States,Man,1240,Middenafstandslopers,18,1,16,168,67,2025-02-27 03:39:02,13,1,9,8,2,0,3,5,8,,0,5654193
Onbekend,Hendrix Alexandra,5547958,17,United States,Vrouw,2740,Middenafstandslopers,20,1,15,180,82,2025-02-27 03:56:54,14,2,7,10,2,1,2,9,10,,5000,5547958
Onbekend,Compton Breanna,5662866,15,United States,Vrouw,970,Meerkampers,13,1,15,161,61,2025-02-27 04:06:38,19,3,1,2,2,6,5,6,5,,0,5662866
Onbekend,Belabed Jasmina,5592343,17,Al-Maghrib,Vrouw,2230,Springers,20,2,16,158,65,2025-02-27 04:36:01,18,1,0,2,3,11,0,7,8,,0,5592343
Onbekend,Monroe Carter,5664388,15,United States,Man,460,Zonder specialiteit,11,1,15,166,67,2025-02-27 05:24:04,17,2,2,4,2,3,2,0,0,,0,5664388
Onbekend,Rutledge Aaron,5661720,14,United States,Man,50,Zonder specialiteit,16,1,14,168,70,2025-02-27 05:24:10,8,3,2,2,2,2,1,0,0,,0,5661720
Onbekend,Cobb Jordyn,5664387,14,United States,Vrouw,830,Zonder specialiteit,20,1,15,158,54,2025-02-27 05:24:14,10,0,1,2,2,10,0,0,0,,0,5664387
Onbekend,Nathan Alexis,5661721,14,United States,Vrouw,200,Zonder specialiteit,12,1,14,153,49,2025-02-27 05:24:20,13,1,3,3,6,0,1,0,0,,0,5661721
400 meter horden,Gorie Ignatie,5091767,32,România,Man,11820,Sprinters,20,15,13,183,79,2025-02-27 05:26:20,20,1,1,12,9,1,1,11,12,,0,5091767
1.500 meter,Vasilică Georgina,4975329,36,România,Vrouw,12620,Middenafstandslopers,16,17,12,169,50,2025-02-27 05:27:19,17,0,11,10,0,0,0,9,11,,0,4975329
Marathon,Ivan Miruna,5178718,28,România,Vrouw,6240,Langeafstandslopers,20,9,14,161,62,2025-02-27 05:27:46,18,8,13,6,8,3,3,12,7,,0,5178718
20 km snelwandelen,Simioncencu Ada,5094585,30,România,Vrouw,19410,Snelwandelaars,20,16,14,177,48,2025-02-27 05:28:09,15,1,13,1,11,0,0,13,14,,0,5094585
10 km snelwandelen,Nistor Şerban,5122842,29,România,Man,15050,Snelwandelaars,20,11,14,198,103,2025-02-27 05:28:24,15,2,17,1,7,1,3,10,10,,0,5122842
Kogelstoten,Giurgiu Casiana,5094660,30,România,Vrouw,7070,Werpers,20,12,14,165,63,2025-02-27 05:29:18,12,13,0,2,2,1,9,8,11,,0,5094660
Hoogspringen,Dică Anghel,5185194,28,România,Man,10380,Springers,20,10,14,188,83,2025-02-27 05:29:49,17,3,3,2,6,14,3,12,12,,1000,5185194
Discuswerpen,Koster Thea,5411693,22,Nederland,Vrouw,6750,Werpers,20,6,14,186,83,2025-02-27 06:08:44,10,14,2,3,3,3,12,6,6,,1000,5411693
Onbekend,Kuijpers Tjeerd,5664404,14,Nederland,Man,900,Zonder specialiteit,12,1,15,174,72,2025-02-27 06:12:08,8,5,10,2,1,1,1,0,0,,0,5664404
Onbekend,Beukeboom Joanna,5577258,17,Nederland,Vrouw,1320,Snelwandelaars,20,1,14,175,74,2025-02-27 06:13:10,12,2,10,2,9,1,3,7,6,,0,5577258
Onbekend,Chapa Adán,5664417,15,España,Man,990,Zonder specialiteit,18,1,15,162,63,2025-02-27 06:41:18,12,1,8,3,3,10,3,0,0,,0,5664417
Onbekend,Abbott Caitlin,5539086,17,United States,Vrouw,3890,Sprinters,19,2,14,175,81,2025-02-27 06:54:06,11,4,3,14,3,2,1,5,8,,0,5539086
Onbekend,Stadler Samantha,5664429,17,United States,Vrouw,1650,Middenafstandslopers,13,1,14,175,71,2025-02-27 06:55:00,14,2,10,10,2,3,1,6,5,,0,5664429
Onbekend,Malina Ludvík,5643385,17,Česká republika,Man,1220,Snelwandelaars,13,1,15,167,69,2025-02-27 07:08:41,11,3,9,10,7,1,2,5,5,,0,5643385
Onbekend,Ježová Dobromíra,5664451,17,Slovensko,Vrouw,1940,Springers,16,1,15,165,57,2025-02-27 07:12:55,20,2,1,3,2,9,1,8,7,,0,5664451
Onbekend,Felloni Martino,5650858,16,Italia,Man,1580,Werpers,13,1,15,173,75,2025-02-27 07:15:40,20,9,0,1,2,2,4,7,4,,10000,5650858
Onbekend,Poggi Cristoforo,5551099,17,Italia,Man,2130,Meerkampers,20,1,15,186,94,2025-02-27 08:18:17,14,5,1,6,3,10,10,6,8,,9999,5551099
Onbekend,Salierno Diana,5565210,17,Italia,Vrouw,2580,Langeafstandslopers,20,1,15,183,74,2025-02-27 08:19:29,12,4,12,9,3,2,3,7,7,,9999,5565210
Onbekend,Payer Karl,5566387,17,Österreich,Man,2510,Middenafstandslopers,20,2,16,179,86,2025-02-27 08:21:48,19,8,11,4,2,2,3,9,5,,1000,5566387
50 km snelwandelen,Bottiglieri Giovanna,5257558,26,Italia,Vrouw,31500,Snelwandelaars,20,7,18,173,74,2025-02-27 08:27:21,16,2,20,2,7,0,2,7,9,,1000,5257558
Hinkstapspringen,Surkhang Jana,5345505,23,Switzerland,Vrouw,8480,Springers,20,7,17,184,87,2025-02-27 08:28:34,15,9,1,4,3,14,2,10,12,,0,5345505
1.500 meter,Vogel Marta,5141442,29,Switzerland,Vrouw,5790,Middenafstandslopers,20,9,15,177,66,2025-02-27 08:33:24,8,1,8,11,3,1,1,10,13,,0,5141442
Marathon,Sherwood Henry,5078821,30,Great Britain,Man,10570,Langeafstandslopers,19,10,17,167,72,2025-02-27 08:43:45,12,1,16,10,1,2,1,8,9,,0,5078821
Onbekend,Isach Davinia,5584977,16,España,Vrouw,1670,Werpers,20,1,15,167,69,2025-02-27 08:46:14,11,11,2,4,3,0,9,5,5,,32000,5584977
50 km snelwandelen,Simao Penélope,5181126,30,Brasil,Vrouw,22300,Snelwandelaars,19,8,15,175,63,2025-02-27 08:47:09,20,2,19,2,7,0,2,8,9,,0,5181126
100 meter,Frye Savannah,5189300,30,United States,Vrouw,11330,Sprinters,20,9,16,166,55,2025-02-27 08:47:26,20,15,5,12,3,0,2,10,8,,0,5189300
Speerwerpen,Pasabán Álvaro,5326274,24,España,Man,7780,Werpers,20,6,18,195,100,2025-02-27 08:54:28,17,11,1,4,4,2,11,11,13,,10000,5326274
Onbekend,Hewitt Makayla,5536302,17,United States,Vrouw,1840,Sprinters,20,3,18,181,82,2025-02-27 08:55:57,12,2,3,12,3,3,2,7,5,,1000,5536302
800 meter,Gay Jada,5413984,21,United States,Vrouw,3980,Middenafstandslopers,20,6,15,167,75,2025-02-27 08:56:39,8,3,10,13,4,3,0,8,9,,0,5413984
Onbekend,Botes Abri,5619499,16,South Africa,Vrouw,1400,Langeafstandslopers,13,2,14,169,70,2025-02-27 09:01:38,6,0,11,1,3,2,0,5,6,,1000,5619499
Onbekend,Cuesta Jon,5664558,16,España,Man,1460,Zonder specialiteit,16,1,15,166,66,2025-02-27 09:01:50,20,3,8,8,7,1,1,0,0,,17000,5664558
Onbekend,Mattei Annalisa,5627715,16,Italia,Vrouw,1230,Sprinters,20,1,16,160,58,2025-02-27 09:01:51,16,4,2,10,4,3,3,5,6,,1000,5627715
Vijfkamp Mannen,McSwegan Greg,5264533,30,Great Britain,Man,6900,Meerkampers,20,10,18,166,65,2025-02-27 09:29:11,7,4,2,7,11,2,0,12,12,,0,5264533
Hoogspringen,Elsinga Susan,5421913,21,Nederland,Vrouw,4070,Springers,20,5,17,177,77,2025-02-27 09:35:56,16,9,3,1,9,13,3,8,8,,1000,5421913
Polsstokhoogspringen,Perissin Stefano,5229046,26,Italia,Man,12510,Springers,20,7,17,178,85,2025-02-27 09:36:25,18,0,2,3,15,15,1,10,9,,10000,5229046
Onbekend,Gunkel Chira,5639633,16,Deutschland,Vrouw,2010,Meerkampers,20,1,15,179,73,2025-02-27 09:43:50,20,10,2,4,2,8,1,5,7,,13000,5639633
Onbekend,Jaime Macário,5663714,17,Portugal,Man,1040,Zonder specialiteit,11,1,15,180,74,2025-02-27 09:44:10,13,3,2,9,2,9,3,0,0,,0,5663714
Kogelslingeren,Pule Samantha,5502003,21,South Africa,Vrouw,3850,Werpers,20,4,16,179,72,2025-02-27 09:46:20,14,10,3,1,1,0,12,8,10,,3000,5502003
Onbekend,Mauser Elfi,5624428,16,Deutschland,Vrouw,1350,Meerkampers,19,1,16,156,54,2025-02-27 09:53:14,18,8,1,4,5,3,2,8,6,,0,5624428
Onbekend,Gersdorf Matze,5664641,16,Deutschland,Man,850,Zonder specialiteit,16,1,15,158,60,2025-02-27 10:13:53,10,3,3,3,1,1,10,0,0,,0,5664641
Onbekend,Puzzer Adalgisa,5546415,17,Italia,Vrouw,1840,Middenafstandslopers,20,2,15,174,81,2025-02-27 10:28:56,16,0,6,11,1,2,2,7,7,,1000,5546415
Onbekend,Traczyk Aleksander,5659969,17,Polska,Man,1600,Zonder specialiteit,13,1,14,168,73,2025-02-27 10:32:40,10,10,10,3,3,3,3,0,0,,0,5659969
